Company Name,Head Line,Published Date,Date,Sentiment Analysis,Chatgpt 3.5,Predictions,,Stock dated one day after ,Stock dated after hold period ,Stock rate (one day after),Stock rate (after hold period),Net profit or loss,sentiment analysis score 
ITC LTD.,"ITC bets on ‘sixth sense’ of visually impaired, hires 60",2022-07-19T07:00:00Z,2022-07-19,1,TRUE,"YES
Hold for 30 days.
This headline is good news for ITC in the short term as it highlights a positive initiative by the company, which can improve its reputation and potentially lead to positive public sentiment and stock price growth. I would rate this as a 7 out of 10 in terms of positive impact on ITC's stock price in the short term.",,295.80 (20 july 2022),312.20 (19 august 2022),295.8,312.2,16.4,yes
ITC LTD.,ITC Hotels eyes foreign shores beyond Sri Lanka,2022-07-16T07:00:00Z,2022-07-16,1,TRUE,"YES
Hold for 60 days.
This headline is good news for ITC in the short term as it suggests the company's expansion plans into foreign markets, which can potentially lead to growth opportunities and increased investor optimism. I would rate this as a 8 out of 10 in terms of positive impact on ITC's stock price in the short term.",,294.50 (18 july 2022),310.50 (16 august 2022),294.5,310.5,16,yes
ITC LTD.,ITC goes beyond plastic neutrality,2022-04-06T07:00:00Z,2022-04-06,1,TRUE,"YES
Hold for 60 days.
This headline is good news for ITC in the short term as it signifies the company's commitment to sustainability and eco-friendly practices, which can enhance its reputation and potentially attract environmentally conscious investors. I would rate this as a 7 out of 10 in terms of positive impact on ITC's stock price in the short term",,259.00 (7 april 2022),(6 june 2022),259,274.65,15.65,yes
ITC LTD.,ITC buys 16% in ayurvedic personal care brand Mother Sparsh,2021-11-27T08:00:00Z,2021-11-27,1,TRUE,"YES
Hold for 90 days.
This headline is good news for ITC in the short term as it signifies the company's strategic investment in a growing segment, which can potentially lead to increased revenue and market share. I would rate this as an 8 out of 10 in terms of positive impact on ITC's stock price in the short term.",,339.30 (28 november 2022),382.15 (27 february 2023),339.3,382.15,42.85,yes
STATE BANK OF INDIA,"SBI board approves raising Rs 10,000 crore capital via bonds",2022-12-14T08:00:00Z,2022-12-14,1,TRUE,"YES
Hold for 180 days.
This headline is good news for the stock price of State Bank of India in the short term as it signifies the bank's efforts to strengthen its capital position, which can enhance its financial stability and growth prospects. I would rate this as a 9 out of 10 in terms of positive impact on SBI's stock price in the short term.",,625.00 (15 december 2022),576.40 (13 june 2023),625,576.4,-48.6,no
STATE BANK OF INDIA,"SBI may put off sale of stakes in arms, Yes Bank",2022-07-18T07:00:00Z,2022-07-18,0,TRUE,"UNKNOWN
Hold for 30 days.
The impact of this news on the stock price of State Bank of India in the short term is uncertain, as it depends on the bank's specific strategy and the reasons behind delaying the sale of stakes in its subsidiaries and Yes Bank. A rating cannot be provided without more context.",,,,,,0,
STATE BANK OF INDIA,"Realty fraud: ‘Colluded with builder’, SBI officials booked in Ghaziabad",2022-03-05T08:00:00Z,2022-03-05,-1,TRUE,"NO
Avoid buying State Bank of India stock in the short term.
This headline is bad news for the stock price of State Bank of India in the short term, as it involves allegations of collusion with a builder in a realty fraud case, which could damage the bank's reputation and potentially lead to legal and financial consequences. I would rate this as a 3 out of 10 in terms of negative impact on SBI's stock price.",,,,,,0,
STATE BANK OF INDIA,SBI stops handling trade with sanctioned Russian entities: Sources,2022-02-28T08:00:00Z,2022-02-28,1,TRUE,"YES
Hold for 45 days.
This headline is good news for the stock price of State Bank of India in the short term as it demonstrates the bank's compliance with international sanctions, which can enhance its reputation and trustworthiness among investors. I would rate this as a 7 out of 10 in terms of positive impact on SBI's stock price.",,479.70 (2 march 2022),509.40 (18 april 2022),479.7,509.4,29.7,y
STATE BANK OF INDIA,Madras HC rebukes SBI for its 'administrative arrogance',2021-11-14T08:00:00Z,2021-11-14,-1,TRUE,"NO
Avoid buying State Bank of India stock in the short term.
This headline is bad news for the stock price of State Bank of India in the short term, as it indicates negative scrutiny and criticism from the Madras High Court, which can lead to reputation damage and potential legal implications. I would rate this as a 2 out of 10 in terms of negative impact on SBI's stock price.",,,,,,0,
BHARTI AIRTEL LTD.,"Airtel prepays deferred liabilities of Rs 8,024 crores",2023-07-31T07:00:00Z,2023-07-31,1,TRUE,"YES
Hold for 7 days.
This headline is good for Bharti Airtel as it demonstrates responsible financial management and reduces long-term liabilities, which can positively impact the stock price in the short term.
8",,890.65 (1 august 2023),884.85 (8 august 2023),890.65,884.85,-5.8,n
BHARTI AIRTEL LTD.,Airtel partners with Ministry of Education to power ed-tech platform DIKSHA,2023-06-08T07:00:00Z,2023-06-08,1,TRUE,"YES
Hold for 30 days.
This headline is good for Bharti Airtel in the short term as partnering with the Ministry of Education for an ed-tech platform can open up new revenue streams and enhance their market position in the growing education technology sector.
8",,836.05 (9 june 2023),885.85 (10 july 2023),836.05,885.85,49.8,y
BHARTI AIRTEL LTD.,Google to invest up to $1 billion in Airtel,2022-01-28T08:00:00Z,2022-01-28,1,TRUE,"YES
Hold for 90 days.
This headline is good for the stock price of Bharti Airtel in the short term as Google's substantial investment can boost the company's financial stability and potential for growth in the telecommunications sector.
9",,730.25 (31 january 2022),739.70 (29 april 2022),730.25,739.7,9.45,y
BHARTI AIRTEL LTD.,Airtel partners with Hughes Communication to offer satellite broadband services in India,2022-01-05T08:00:00Z,2022-01-05,1,TRUE,"YES
Hold for 180 days.
This headline is good for the stock price of Bharti Airtel in the short term as it signifies the company's efforts to diversify its services and tap into the growing demand for broadband connectivity in India, which can boost its revenue streams.
8",,701.10 (6 january 2022),684.30 (5 july 2022),701.1,684.3,-16.8,n
BAJAJ (all),TMB ties up with Bajaj Allianz Life Insurance,2022-12-09T08:00:00Z,2022-12-09,1,TRUE,"YES
Hold for 30 days.
This headline is generally positive for the stock price of Bajaj in the short term as the tie-up with Bajaj Allianz Life Insurance can potentially create synergies and expand the company's market reach, increasing investor confidence.
7",,"6,496.05 (12 december 2022)","5,993.80 (9 january 2023)","6,496.05","5,993.80",-502.25,n
BAJAJ (all),Bajaj Hindusthan faces SBI’s insolvency plea,2022-08-17T07:00:00Z,2022-08-17,-1,TRUE,"NO
The stock price of Bajaj is likely to face negative pressure in the short term due to the insolvency plea from SBI, leading to uncertainty and potential financial challenges.
3",,,,,,0,
BAJAJ (all),"Uncertainty due to the war, supply chain disruptions delaying investments pick up: Sanjiv Bajaj",2022-05-18T07:00:00Z,2022-05-18,-1,TRUE,"NO
Given the uncertainty caused by the war and supply chain disruptions, the stock price of Bajaj may face headwinds in the short term as investors are likely to adopt a cautious stance.
4",,,,,,0,
BAJAJ (all),Rahul Bajaj's Deep-Rooted Ties With Wardha,2022-02-13T08:00:00Z,2022-02-13,0,TRUE,"UNKNOWN
The headline does not provide clear financial or business information that can be directly linked to the stock price of Bajaj in the short term.
5 (Neutral)",,,,,,0,
Life Insurance Corporation of India,Woman dies under suspicious circumstances at LIC quarters in Andhra Pradesh | Visakhapatnam News - Times of India,2023-08-25T15:17:00Z,2023-08-25,0,TRUE,"UNKNOWN

It is unclear how this specific incident would directly impact the stock price of Life Insurance Corporation of India in the short term.

Rating: 2 (Neutral)",,,,,,0,
Life Insurance Corporation of India,LIC’s unclaimed money can fund 2 Gaganyaans,2022-05-11T07:00:00Z,2022-05-11,1,TRUE,"YES

You should hold the stocks for 30 days.

This headline is generally positive as it suggests that Life Insurance Corporation of India has the potential to allocate unclaimed money for a significant project, which may boost investor confidence.

Rating: 8 (Good)",,867.20 (17 may 2022),668.20 (13 june 2022),867.2,668.2,-199,n
LARSEN & TOUBRO LTD.,"Defence ministry signs contract with HAL, L&T for aircraft and ships",2023-03-07T08:00:00Z,2023-03-07,1,TRUE,"YES

You should hold the stocks for 90 days.

This headline is generally positive for Larsen & Toubro as it indicates a contract with the defense ministry, which can lead to increased revenue and stability in the short term.

Rating: 9 (Very Good)",,"2,143.05 (8 march 2023)","2,277.40 (6 june 2023)","2,143.05","2,277.40",134.35,y
LARSEN & TOUBRO LTD.,L&T buys Japan-based Chiyoda's entire stake in JV LTC for Rs 75 cr,2022-11-22T08:00:00Z,2022-11-22,1,TRUE,"YES

You should hold the stocks for 180 days.

This headline is generally positive for Larsen & Toubro as it indicates the acquisition of a stake in a joint venture, which can lead to increased control and potential benefits in the long term.

Rating: 7 (Good)",,"2,040.00 (23 november 2022)","2,216.55 (22 may 2023)","2,040.00","2,216.55",176.55,y
LARSEN & TOUBRO LTD.,L&T expected to get work order to execute Mallige suburban rail line,2022-03-22T07:00:00Z,2022-03-22,1,TRUE,"YES

You should hold the stocks for 120 days.

This headline is generally positive for Larsen & Toubro as it suggests the potential for a new project, which can boost the company's revenue and stock price in the short term.

Rating: 8 (Good)",,"1,780.00 (23 march 2022)","1,765.15 (21 july 2022)","1,780.00","1,765.15",-14.85,n
LARSEN & TOUBRO LTD.,L&T Infotech and IIT Madras partner for 5G innovation,2022-01-27T08:00:00Z,2022-01-27,1,TRUE,"YES

You should hold the stocks for 90 days.

This headline is generally positive for Larsen & Toubro as it indicates a partnership for 5G innovation, which can have a favorable impact on the company's stock price in the short term.

Rating: 7 (Good)",,"1,913.55 (28 january 2022)","1,718.15 (28 april 2022)","1,913.55","1,718.15",-195.40,n
LARSEN & TOUBRO LTD.,L&T Infotech opens new facility in Hyderabad,2021-12-15T08:00:00Z,2021-12-15,1,TRUE,"YES

You should hold the stocks for 60 days.

This headline is generally positive for Larsen & Toubro as it signifies expansion and investment, which can boost the company's stock price in the short term.

Rating: 6 (Slightly Good)",,"1,869.80 (15 december 2021)","1,799.00 (14 februray 2022)","1,869.80","1,799.00",-70.80,n
LARSEN & TOUBRO LTD.,"L&T, Renew tie up for green hydrogen",2021-12-03T08:00:00Z,2021-12-03,1,TRUE,"YES

You should hold the stocks for 180 days.

This headline is generally positive for Larsen & Toubro as it signifies a partnership for green hydrogen, aligning with sustainability trends, which can have a favorable impact on the company's stock price in the short term.

Rating: 9 (Very Good)",,"1,800.00(6 december 2021)","1,637.75 (2 june 2022)","1,800.00","1,637.75",-162.25,n
KOTAK MAHINDRA BANK LTD.,No merger with Kotak: Federal Bank,2022-09-06T07:00:00Z,2022-09-06,-1,TRUE,"NO

You should hold the stocks for 30 days.

This headline is generally negative for Kotak Mahindra Bank in the short term as it dispels merger rumors, which might have driven stock price speculation.

Rating: 3 (Bad)",,,,,,0,
KOTAK MAHINDRA BANK LTD.,"Kotak Mahindra Bank receives approval for collection of direct, indirect taxes",2021-10-04T07:00:00Z,2021-10-04,1,TRUE,"YES

You should hold the stocks for 90 days.

This headline is generally positive for Kotak Mahindra Bank as it signifies a new revenue stream and governmental trust, which can have a favorable impact on the company's stock price in the short term.

Rating: 8 (Good)",,"2,008.85 (5 october 2021)","1,823.95 (3 january 2022)","2,008.85","1,823.95",-184.90,n
HCL TECHNOLOGIES LTD.,HCL Foundation partners with TN Commissionerate of Employment and Training,2023-01-17T08:00:00Z,2023-01-17,1,TRUE,"YES

You should hold the stocks for 180 days.

This headline is generally positive for HCL Tech as it suggests a partnership with a government body, which can lead to potential contracts and increased business in the short term.

Rating: 7 (Good)",,"1,111.00 (18 january 2023)","1,153.65 (17 july 2023)","1,111.00","1,153.65",42.65,y
HCL TECHNOLOGIES LTD.,HCL commits $15mn for freshwater conservation,2022-05-25T07:00:00Z,2022-05-25,1,TRUE,"YES

You should hold the stocks for 90 days.

This headline is generally positive for HCL Tech as it highlights the company's commitment to freshwater conservation, which can enhance its corporate image and potentially have a positive impact on the stock price in the short term.

Rating: 8 (Good)",,975.00 (26 may 2022),945.80 (24 august 2022),975,945.8,-29.2,n
HCL TECHNOLOGIES LTD.,HCL to hire 1.5k employees for Mihan unit by 2024,2022-05-11T07:00:00Z,2022-05-11,1,TRUE,"YES

You should hold the stocks for 180 days.

This headline is generally positive for HCL Tech as it signals expansion and job creation, which can lead to increased business activities and potentially have a positive impact on the stock price in the short term.

Rating: 7 (Good)",,"1,056.60 (12 may 2022)","1,052.90 (9 november 2022)","1,056.60","1,052.90",-3.70,n
HCL TECHNOLOGIES LTD.,"HCL asks exiting staffers to return bonus, draws ire",2022-01-10T08:00:00Z,2022-01-10,-1,TRUE,"NO

You should hold the stocks for 30 days.

This headline is generally negative for HCL Tech as it indicates controversy and potential reputational damage, which can have a negative impact on the stock price in the short term.

Rating: 3 (Bad)",,,,,,0,
HCL TECHNOLOGIES LTD.,US think tank report claims H-1B fraud by HCL,2021-12-10T08:00:00Z,2021-12-10,-1,TRUE,"NO

You should hold the stocks for 60 days.

This headline is generally negative for HCL Tech as it suggests allegations of H-1B visa fraud, which can lead to legal and reputational challenges affecting the stock price in the short term.

Rating: 4 (Negative)",,,,,,0,
ASIAN PAINTS LTD.,"India's Paint and Decor Giant, Asian Paints Congratulates New Brand Ambassador, PV Sindhu",2022-08-09T07:00:00Z,2022-08-09,1,TRUE,"YES

You should hold the stocks for 90 days.

This headline is generally positive for Asian Paints as it highlights a partnership with a prominent brand ambassador, potentially boosting the company's brand image and sales in the short term.

Rating: 8 (Good)",,"3,460.00 (10 august 2022)","3,087.10 (8 november 2022)","3,460.00","3,087.10",-372.90,n
AXIS BANK LTD.,Bain to sell Rs 3.4k cr stake in Axis Bank,2022-11-01T07:00:00Z,2022-11-01,-1,TRUE,"NO

You should hold the stocks for 30 days.

This headline is generally negative for Axis Bank as it indicates a large stake sale by a major investor, which may create short-term uncertainty and negatively impact the stock price.

Rating: 3 (Bad)",,,,,,0,
AXIS BANK LTD.,Axis Bank draws roadmap for biz expansion in UP,2022-08-06T07:00:00Z,2022-08-06,1,TRUE,"YES

You should hold the stocks for 180 days.

This headline is generally positive for Axis Bank as it outlines plans for business expansion, potentially leading to increased revenue and a positive impact on the stock price in the short term.

Rating: 8 (Good)",,733.50 (8 august 2022),882.75 (3 february 2023),733.50,882.75,149.25,y
MARUTI SUZUKI INDIA LTD.,Maruti starts export of Grand Vitara from Kamarajar Port in Chennai,2023-01-20T08:00:00Z,2023-01-20,0,TRUE,"UNKNOWN

The impact of Maruti Suzuki starting the export of Grand Vitara from Kamarajar Port in Chennai on the stock price is uncertain, as it depends on various factors such as demand, competition, and market conditions.",,,,,,0,
MARUTI SUZUKI INDIA LTD.,"After Maruti, Toyota recalls 1,400 units of Glanza and Urban Cruiser Hyryder over possible airbag defect",2023-01-19T08:00:00Z,2023-01-19,-1,TRUE,"NO

The recall of 1,400 units of Glanza and Urban Cruiser Hyryder by Toyota, following Maruti's recall, is bad news for Maruti Suzuki's stock price in the short term.

On a scale of 1 to 10, this headline would rate as a 6 in terms of being bad for Maruti Suzuki's stock price in the short term, as recalls can negatively impact investor confidence and raise concerns about product quality.",,,,,,0,
MARUTI SUZUKI INDIA LTD.,Maruti Suzuki cars now costlier by 1.1 percent: All details,2023-01-17T08:00:00Z,2023-01-17,-1,TRUE,"NO

The increase in the cost of Maruti Suzuki cars by 1.1 percent is bad news for the stock price of Maruti Suzuki in the short term, as higher prices could potentially reduce sales and profitability.

On a scale of 1 to 10, this headline would rate as a 5 in terms of being bad for Maruti Suzuki's stock price in the short term, as it reflects a modest price increase that may not have a severe immediate impact.",,,,,,0,
MARUTI SUZUKI INDIA LTD.,Honda ties up with Maruti Suzuki Toyotsu to offer one-stop vehicle scrapping solution: Pilot city details,2022-11-28T08:00:00Z,2022-11-28,1,TRUE,"YES

You should hold the stocks for 120 days.

This headline is generally positive for Maruti Suzuki as it signifies a strategic partnership for vehicle scrapping, which can lead to increased business opportunities and potentially have a positive impact on the stock price in the short term.

Rating: 7 (Good)",,"8,985.00 (29 november 2022)","8,289.35 (29 march 2023)","8,985.00","8,289.35",-695.65,n
MARUTI SUZUKI INDIA LTD.,Maruti Suzuki recalls nearly 10k cars to fix brake defect,2022-10-31T07:00:00Z,2022-10-31,-1,TRUE,"NO

You should hold the stocks for 30 days.

This headline is generally negative for Maruti Suzuki as it indicates a significant recall due to a brake defect, which can lead to short-term financial costs and potential reputational damage, negatively impacting the stock price.

Rating: 3 (Bad)",,,,,,0,
MARUTI SUZUKI INDIA LTD.,Maruti to look into rear seat belt alarm,2022-09-08T07:00:00Z,2022-09-08,1,TRUE,"YES

You should hold the stocks for 90 days.

This headline is generally positive for Maruti Suzuki as it indicates the company's commitment to safety and compliance, which can enhance its reputation and potentially have a positive impact on the stock price in the short term.

Rating: 7 (Good)",,"8,834.95 (9 september 2022)",(8 december 2022),"8,834.95","8,682.25",-152.70,n
MARUTI SUZUKI INDIA LTD.,Maruti invests Rs 2 cr in AI startup Sociograph Solutions,2022-06-17T07:00:00Z,2022-06-17,1,TRUE,"YES

You should hold the stocks for 180 days.

This headline is generally positive for Maruti Suzuki as it indicates investment in an AI startup, potentially leading to technological advancements and innovation that can have a favorable impact on the stock price in the short term.

Rating: 8 (Good)",,"7,690.95 (20 june 2022)",(15 december 2022),"7,690.95","8,584.00",893.05,y
ADANI (all),Gautam Adani: Navi Mumbai Airport to be ready by December 2024,2023-07-19T07:00:00Z,2023-07-19,1,TRUE,"YES (Hold for 90 days)
This headline is good news for the stock price of Adani in the short term, as the completion of the Navi Mumbai Airport project by December 2024 suggests progress in a major infrastructure endeavor, which can positively impact investor sentiment. On a scale of 1 to 10, I would rate this headline as a 9 in terms of its positive impact on Adani's stock price in the short term.",,(20 july 2023),(18 october 2023),,,0,
ADANI (all),"Hindenburg report aimed at damaging our image', says Gautam Adani in Annual General Meeting 2023",2023-07-18T07:00:00Z,2023-07-18,0,TRUE,"UNKNOWN (Hold for 30 days)
The impact of Gautam Adani's response to the Hindenburg report on Adani's stock price in the short term is uncertain, as it depends on the contents of the report, the response's effectiveness, and market sentiment, which require further analysis. On a scale of 1 to 10, I would rate this headline as a 5 in terms of its potential impact on Adani's stock price in the short term.",,,,,,0,
ADANI (all),Corruption allegations surface: Bhagwant Mann accuses Modi government of favouritism towards Adani,2023-07-02T07:00:00Z,2023-07-02,-1,TRUE,"NO (Hold for 90 days)
This headline is bad news for the stock price of Adani in the short term, as corruption allegations and accusations of favoritism can create uncertainty and negatively impact investor confidence. On a scale of 1 to 10, I would rate this headline as a 3 in terms of its negative impact on Adani's stock price in the short term.",,,,,,0,
ADANI (all),Odisha train tragedy: Adani group promises to take care of school education of kids who lost their parents,2023-06-04T07:00:00Z,2023-06-04,0,TRUE,"UNKNOWN
Hold for 30 days
While the Adani Group's commitment to supporting the education of children affected by the tragedy is a positive social initiative, its direct impact on Maruti Suzuki's stock price in the short term is uncertain. Holding for 30 days allows for assessing any potential market response. On a scale of 1 to 10, I would rate the headline as a 5, as its influence on Maruti Suzuki's stock price may be limited, primarily focusing on social responsibility.",,,,,,0,
ADANI (all),"Adani Group to spin off hydrogen, airports, data centre businesses by 2028: CFO",2023-01-22T08:00:00Z,2023-01-22,1,TRUE,"YES (Hold for 180 days)
This headline is good news for the stock price of Adani in the short term, as it suggests a strategic move to spin off businesses in potentially high-growth sectors, which can attract investor interest. On a scale of 1 to 10, I would rate this headline as a 8 in terms of its positive impact on Adani's stock price in the short term.",,"3,454.75 (23 janury 2023)","2,418.35 (24 july 2023)","3,454.75","2,418.35","-1,036.40",n
ADANI (all),"In a first, Adani to deploy hydrogen-powered trucks",2023-01-18T08:00:00Z,2023-01-18,1,TRUE,"YES
Hold for 60 days
Good news. Adani's decision to deploy hydrogen-powered trucks signifies a significant move towards sustainability and innovation, potentially positively impacting Adani's stock price in the short term. I would rate this headline as an 8 on a scale of 1 to 10 for its positive short-term potential. Holding the stocks for approximately 60 days allows for potential market reactions and gains resulting from this innovative initiative.",,(19 january 2023),(20 march 2023),"2,088.85",848.75,"-1,240.10",n
ADANI (all),"Adani Group bags Dharavi redevelop project with a Rs 5,069 crore bid",2022-11-29T08:00:00Z,2022-11-29,1,TRUE,"YES
Hold for 30 days
Good news. Winning the Dharavi redevelopment project with a substantial bid reflects Adani Group's strategic expansion, potentially positively impacting Adani's stock price in the short term. I would rate this headline as a 9 on a scale of 1 to 10 for its strong positive short-term potential. Holding the stocks for about 30 days allows for potential market reactions and gains driven by this significant project win.",,(30 november 2022),(30 december 2022),"3,908.95","3,859.35",-49.60,n
ADANI (all),Google takes on lease 4.64 lakh square feet space at Adani data centre in Noida,2022-10-11T07:00:00Z,2022-10-11,1,TRUE,"YES
Hold for 30 days
Good news. Google leasing space at Adani's data center in Noida signifies a valuable business partnership and may have a positive impact on Adani's stock price in the short term. I would rate this headline as a 9 on a scale of 1 to 10 for its strong positive short-term potential. Holding the stocks for approximately 30 days allows for potential market reactions and gains resulting from this partnership.",,(12 october 2022),(11 november 2022),"3,310.00","4,008.70",698.70,y
ADANI (all),"Adani Group to invest Rs 41,000 crore to set up alumina refinery in Odisha’s Kashipur",2022-08-11T07:00:00Z,2022-08-11,1,TRUE,"YES
Hold for 90 days
Good news. Adani Group's substantial investment in setting up an alumina refinery in Odisha's Kashipur signals a major expansion, potentially positively impacting Adani's stock price in the short term. I would rate this headline as a 9 on a scale of 1 to 10 for its strong positive short-term potential. Holding the stocks for approximately 90 days allows for potential market reactions and gains resulting from this significant investment.",,(12 august 2022),(10 november 2022),"2,845.95","3,992.90","1,146.95",y
ADANI (all),"Adani buys Macquarie’s toll roads for Rs 3,110 crore",2022-08-05T07:00:00Z,2022-08-05,1,TRUE,"YES
Hold for 60 days
Good news. Adani's acquisition of Macquarie's toll roads indicates strategic expansion and could positively impact Adani's stock price in the short term. I would rate this headline as an 8 on a scale of 1 to 10 for its positive short-term potential. Holding the stocks for approximately 60 days allows for potential market reactions and gains resulting from this acquisition.",,(8 august 2022),(6 october 2022),"2,698.00","3,285.90",587.90,y
ADANI (all),Adani Enterprises to set up hyper-scale data centre park at Bengal Silicon Valley: Report,2022-06-06T07:00:00Z,2022-06-06,0,TRUE,"UNKNOWN

The impact of this news on Adani's stock price in the short term depends on various factors, including the market's perception of the project's potential profitability and its alignment with Adani's overall business strategy. It is advisable to monitor the stock for the next few weeks to assess investor sentiment and market reactions.",,,,,,0,
ADANI (all),Adani wins key coal tender as India acts to avoid energy crisis,2022-01-05T08:00:00Z,2022-01-05,1,TRUE,"YES
Hold for at least 30 days.
Adani's win in the coal tender reflects positively on their short-term stock outlook due to increased stability in the energy sector.",,(6 january 2022),(7 february 2022),"1,707.00","1,731.75",24.75,y
ADANI (all),Adani buys 20% stake in Cleartrip,2021-10-30T07:00:00Z,2021-10-30,0,TRUE,"UNKNOWN

The impact of Adani's acquisition of a 20% stake in Cleartrip on their short-term stock price is uncertain, as it depends on various factors like the acquisition price and how it aligns with Adani's overall strategy.",,,,,,0,
Titan Company Limited,Titan Company Ventures into a New Lifestyle Category with the Launch of IRTH Bags,2022-10-21T07:00:00Z,2022-10-21,0,TRUE,"UNKNOWN
The impact of Titan Company's venture into the new lifestyle category with IRTH Bags on their short-term stock price is uncertain, as it depends on consumer response and the success of this diversification strategy.",,,,,,0,
Titan Company Limited,Titan Eye+ Launches Titan Ultima: the Best-in-class Progressive Lens,2022-08-23T07:00:00Z,2022-08-23,1,TRUE,"YES
Hold for at least 90 days.
The launch of Titan Ultima by Titan Eye+ is likely to have a positive impact on the short-term stock price, as it indicates the potential for increased revenue and market competitiveness in the eyewear segment.",,(24 august 2022),(22 november 2022),"2,490.50","2,606.10",115.60,y
ULTRATECH CEMENT LTD.,Green nod for Ultratech’s two mining sites quashed,2022-02-24T08:00:00Z,2022-02-24,-1,TRUE,"NO
The revocation of the green nod for UltraTech Cement's two mining sites is likely to have a negative impact on the short-term stock price due to potential disruptions in their mining operations and increased regulatory challenges.",,,,,,0,
Oil and Natural Gas Corporation Ltd,"ONGC says Kalol blast not its fault, pipeline was not in use",2021-10-06T07:00:00Z,2021-10-06,0,TRUE,"UNKNOWN
The impact of ONGC's statement regarding the Kalol blast on its short-term stock price is uncertain, as it depends on how the situation evolves and any potential legal or operational ramifications.",,,,,,0,
WIPRO LTD.,Wipro Gallagher sells its stake in Wipro Opus Risk Solutions,2022-12-22T08:00:00Z,2022-12-22,1,TRUE,"YES
Hold for at least 30 days.
Wipro's sale of its stake in Wipro Opus Risk Solutions is likely to have a positive impact on the short-term stock price, as it can lead to increased focus on core operations and potential value creation for shareholders.",,(23 december 2022),(22 january 2023),383.3,406.85,23.55,y
NTPC LTD.,NTPC’s 1980MW North Karanpura plant ready,2023-01-19T08:00:00Z,2023-01-19,1,TRUE,"YES
Hold for at least 90 days.
The completion of NTPC's 1980MW North Karanpura plant is likely to have a positive impact on the short-term stock price, as it signifies increased capacity and potential for higher revenue generation.",,(20 january 2023),(22 april 2023),170.1,174.05,3.95,y
NTPC LTD.,"Massive fire in Delhi's NTPC eco park, no injuries reported",2023-01-19T08:00:00Z,2023-01-19,-1,TRUE,"NO
The news of a massive fire in Delhi's NTPC eco park, even with no reported injuries, is likely to have a negative impact on the short-term stock price due to potential damage to infrastructure and operational disruptions.",,,,,,0,
NTPC LTD.,NTPC’s project raises eyebrows as Joshimath nears Doom,2023-01-18T08:00:00Z,2023-01-18,-1,TRUE,"NO
The headline about NTPC's project raising concerns near Joshimath is likely to have a negative impact on the short-term stock price, as it suggests potential issues and uncertainties surrounding the project, which could affect NTPC's financial performance and reputation.",,,,,,0,
NTPC LTD.,NTPC going nuclear as focus shifts on small reactors in climate fight,2022-12-08T08:00:00Z,2022-12-08,1,TRUE,"YES
Hold for at least 180 days.
NTPC's shift towards small nuclear reactors as part of the climate fight is likely to have a positive impact on the short-term stock price, as it reflects a commitment to sustainable energy solutions and potential growth in this sector.",,(9 december 2022),(9 january 2023),171,170.35,-0.65,n
NTPC LTD.,Bio-methane plant set up at NTPC’s Sikri site,2022-05-31T07:00:00Z,2022-05-31,1,TRUE,"YES
Hold for at least 60 days.
The establishment of a bio-methane plant at NTPC's Sikri site is likely to have a positive impact on the short-term stock price, as it represents a move towards renewable energy and potential revenue diversification.",,(1 june 2022),(31 july 2022),156.05,156.6,0.55,y
NTPC LTD.,"NTPC contradicts Delhi govt remark on coal, power cuts",2022-04-30T07:00:00Z,2022-04-30,0,TRUE,"UNKNOWN
The impact of NTPC's contradiction of the Delhi government's remark on coal and power cuts on their short-term stock price is uncertain, as it depends on the resolution of the dispute and its potential consequences on the company's operations.",,,,,,0,
MAHINDRA & MAHINDRA LTD.,"Maharashtra approves Mahindra & Mahindra proposal to set up Rs 10,000-cr EV plant in Pune",2023-01-19T08:00:00Z,2023-01-19,1,TRUE,"YES
Hold for at least 180 days.
The approval of Mahindra & Mahindra's proposal to establish a Rs 10,000-crore EV plant in Pune is likely to have a positive impact on the short-term stock price, indicating a strategic move into the growing electric vehicle market and potential future revenue streams.",,(20 january 2023),(19 july 2023),"1,320.20","1,543.70",223.50,y
JSW STEEL LTD.,"JSW Group mulls foray into EVs, to manufacture 4-wheelers",2023-01-01T08:00:00Z,2023-01-01,1,TRUE,"YES
Hold for at least 90 days.
JSW Group's consideration of entering the electric vehicle market and manufacturing 4-wheelers is likely to have a positive impact on the short-term stock price, as it represents potential diversification and growth opportunities in a promising industry.",,(2 january 2023),(2 april 2023),768.1,682.2,-85.9,n
JSW STEEL LTD.,JSW Steel says scrapping export tax helps competing globally,2022-11-21T08:00:00Z,2022-11-21,1,TRUE,"YES
Hold for at least 60 days.
JSW Steel's statement about the scrapping of export tax benefiting their ability to compete globally is likely to have a positive impact on the short-term stock price, as it can lead to increased exports and improved competitiveness in international markets.",,(22 november 2022),(30 july 2023),696.2,785.95,89.75,y
JSW STEEL LTD.,JSW to appeal CCI clean chit to Asian Paints,2022-09-16T07:00:00Z,2022-09-16,0,TRUE,"UNKNOWN
The impact of JSW Steel's decision to appeal the CCI clean chit to Asian Paints on their short-term stock price is uncertain, as it depends on the outcome of the appeal and potential legal developments.",,,,,,0,
